resnet34,0,2267.505783557892
resnet152,0,6662.1546630859375
efficient,0,3436.335786342621
alexnet,0,2233.639747619629
vgg16,0,4756.809681177139
vgg19,0,5283.1945333480835
densenet169,0,6224.608780384064
densenet201,0,7438.648351192474
resnet18,0,2133.1020436286926
resnet34,0,2277.3498351573944
resnet152,0,6706.038263320923
efficient,0,3485.061608314514
alexnet,0,2174.0185022354126
vgg16,0,4731.467278003693
vgg19,0,5290.090432882309
densenet169,0,6260.202875137329
densenet201,0,7425.258424282074
resnet18,0,2113.6444084644318
resnet34,0,2197.501984357834
resnet152,0,6438.958070039749
efficient,0,3314.082806110382
alexnet,0,1991.8503096103668
vgg16,0,4505.506386995316
vgg19,0,5004.890424251556
densenet169,0,5994.978531599045
densenet201,0,7131.626260280609
resnet18,0,2105.6516177654266
resnet34,0,2209.0115830898285
resnet152,0,6388.005362272263
efficient,0,3342.9155004024506
alexnet,0,2096.0676107406616
vgg16,0,4493.598772525787
vgg19,0,4997.127629995346
densenet169,0,5941.081280946732
densenet201,0,7152.549368143082
resnet18,0,2155.458564043045
resnet34,0,2242.4621601104736
resnet152,0,6707.074998617172
efficient,0,3458.9334020614624
alexnet,0,2097.87597823143
vgg16,0,4691.7518582344055
vgg19,0,5243.253767251968
densenet169,0,6306.296809911728
densenet201,0,7600.793954610825
resnet18,0,75.80485725402832
resnet34,0,71.1268949508667
resnet152,0,210.06636214256287
efficient,0,111.15287160873413
alexnet,0,70.85252571105957
vgg16,0,136.1557755470276
vgg19,0,151.5965051651001
densenet169,0,191.3204529285431
densenet201,0,241.07903790473938
resnet18,0,73.38671112060547
resnet34,0,72.55787205696106
resnet152,0,208.28468489646912
resnet18,0,75.23568058013916
resnet34,0,72.53781223297119
resnet18,0,73.70401167869568
resnet34,0,72.35498070716858
resnet152,0,210.8021788597107
efficient,0,110.84150195121765
alexnet,0,69.33386993408203
vgg16,0,135.61278009414673
vgg19,0,151.33587098121643
densenet169,0,198.3271119594574
resnet18,0,77.59512233734131
resnet18,0,84.81366467475891
resnet34,0,85.0606529712677
resnet18,0,84.45884943008423
resnet18,0,83.61390805244446
resnet18,0,84.21647667884827
resnet18,0,81.1895649433136
resnet18,0,84.16826820373535
resnet34,0,83.21668314933777
resnet18,0,83.65071845054626
resnet34,0,83.75755882263184
resnet152,0,208.0060760974884
resnet18,0,84.1739649772644
resnet34,0,84.91350483894348
resnet152,0,209.68357133865356
efficient,0,113.60442113876343
resnet18,0,84.67032790184021
resnet18,0,3894.6816051006317
resnet18,0,4187.209562063217
resnet34,0,3801.1686186790466
resnet34,0,3890.443207025528
resnet152,0,10602.930454730988
resnet152,0,11422.023197174072
efficient,0,5577.203273057938
efficient,0,5889.7020580768585
alexnet,0,3606.1949417591095
alexnet,0,3767.2138261795044
vgg16,0,6788.684056758881
vgg16,0,7926.696795225143
vgg19,0,7544.537708282471
vgg19,0,8804.095574617386
densenet169,0,9956.188800573349
densenet169,0,10609.611182451248
densenet201,0,11848.510102272034
densenet201,0,12752.402681350708
resnet18,0,3970.478537797928
resnet18,0,3970.273931980133
resnet34,0,5561.289120674133
resnet34,0,5587.393626213074
resnet152,0,21457.44166469574
resnet152,0,21367.876088619232
efficient,0,7807.796316862106
efficient,0,7796.6549243927
alexnet,0,3732.421541929245
alexnet,0,3771.9985659122467
vgg16,0,18119.196026563644
vgg16,0,18097.295029640198
vgg19,0,20623.557426452637
vgg19,0,20611.715945243835
densenet169,0,13829.359550237656
densenet169,0,13858.270081043243
densenet201,0,17230.28307533264
densenet201,0,17362.493946552277
